Open,High,Low,Close,Adj Close,Volume
122.9000015258789,123.0999984741211,120.7030029296875,121.09300231933594,121.09300231933594,71364000
120.24949645996094,120.67900085449219,116.5,120.51950073242188,120.51950073242188,101138000
119.21649932861328,121.84850311279297,118.9114990234375,120.05500030517578,120.05500030517578,63804000
120.7969970703125,122.11849975585938,119.91000366210938,122.11849975585938,122.11849975585938,70198000
122.4000015258789,123.84649658203125,122.20850372314453,123.552001953125,123.552001953125,58578000
123.3499984741211,123.67649841308594,122.2655029296875,123.62049865722656,123.62049865722656,50598000
123.40049743652344,124.4000015258789,123.05850219726562,123.91999816894531,123.91999816894531,53420000
123.87149810791016,125.37699890136719,122.50050354003906,123.02999877929688,123.02999877929688,58974000
122.22550201416016,124.43250274658203,121.85649871826172,124.1500015258789,124.1500015258789,66128000
125.01000213623047,126.5,124.36699676513672,126.2030029296875,126.2030029296875,79414000
126.47200012207031,131.32150268554688,126.25,130.04299926757812,130.04299926757812,103520000
132.25,136.11749267578125,131.31300354003906,132.37249755859375,132.37249755859375,98920000
130.1750030517578,133.56900024414062,126.8115005493164,127.89800262451172,127.89800262451172,116002000
130.0605010986328,131.07400512695312,125.1675033569336,127.2509994506836,127.2509994506836,108722000
126.33000183105469,129.1999969482422,125.4000015258789,128.63400268554688,128.63400268554688,77302000
131.0,131.0,128.8000030517578,130.7635040283203,130.7635040283203,71712000
132.375,132.75,131.59100341796875,132.0489959716797,132.0489959716797,59186000
132.35049438476562,132.98199462890625,131.8054962158203,132.69900512695312,132.69900512695312,49756000
133.9040069580078,134.8715057373047,132.9499969482422,133.75050354003906,133.75050354003906,115540000
134.22500610351562,135.75,133.4499969482422,135.6909942626953,135.6909942626953,64176000
136.30099487304688,139.15550231933594,135.90199279785156,138.2205047607422,138.2205047607422,84634000
139.0,139.8000030517578,136.0500030517578,136.72000122070312,136.72000122070312,90532000
136.9774932861328,137.81149291992188,135.60699462890625,137.72900390625,137.72900390625,59374000
138.7530059814453,139.1284942626953,134.39999389648438,134.64349365234375,134.64349365234375,130016000
134.50050354003906,134.83999633789062,131.50399780273438,134.0189971923828,134.0189971923828,84468000
134.2534942626953,138.48150634765625,133.75149536132812,137.9409942626953,137.9409942626953,75394000
137.89950561523438,144.75,137.6999969482422,143.93499755859375,143.93499755859375,127268000
145.60049438476562,147.7779998779297,143.55499267578125,144.51499938964844,144.51499938964844,131868000
146.74850463867188,152.99400329589844,146.5,152.8520050048828,152.8520050048828,137612000
152.92750549316406,153.4774932861328,149.5,150.00599670410156,150.00599670410156,105150000
151.1304931640625,154.19850158691406,150.6215057373047,154.0554962158203,154.0554962158203,100752000
155.79949951171875,159.69400024414062,153.6999969482422,159.13150024414062,159.13150024414062,127774000
159.58799743652344,160.75,156.78500366210938,160.0,160.0,109720000
162.55299377441406,167.21449279785156,153.41949462890625,155.1999969482422,155.1999969482422,154408000
154.4499969482422,156.36900329589844,147.5,154.1999969482422,154.1999969482422,144638000
154.01150512695312,154.91749572753906,148.65899658203125,150.44349670410156,150.44349670410156,115778000
148.55299377441406,151.60000610351562,145.9114990234375,149.9949951171875,149.9949951171875,127884000
150.4499969482422,151.1999969482422,147.42250061035156,148.09849548339844,148.09849548339844,95226000
150.00999450683594,160.0679931640625,149.7010040283203,159.8419952392578,159.8419952392578,151964000
161.62449645996094,162.0290069580078,155.28599548339844,156.9145050048828,156.9145050048828,122426000
156.25,157.5,153.26300048828125,154.99549865722656,154.99549865722656,82084000
154.9134979248047,154.9134979248047,148.5,149.32749938964844,149.32749938964844,113138000
146.5,151.57899475097656,144.39999389648438,150.44549560546875,150.44549560546875,112648000
153.10000610351562,154.89999389648438,150.7884979248047,152.760498046875,152.760498046875,83410000
152.7135009765625,153.85450744628906,149.78799438476562,150.01649475097656,150.01649475097656,62534000
151.54949951171875,151.95799255371094,149.8385009765625,151.67649841308594,151.67649841308594,59482000
150.6999969482422,154.60000610351562,150.25,152.593994140625,152.593994140625,122566000
162.1999969482422,162.34100341796875,157.5500030517578,158.23399353027344,158.23399353027344,161710000
159.02549743652344,159.1999969482422,155.1999969482422,155.59449768066406,155.59449768066406,101494000
155.0605010986328,158.36199951171875,155.0605010986328,156.94149780273438,156.94149780273438,93886000
157.18850708007812,160.67950439453125,156.36500549316406,160.25149536132812,160.25149536132812,78330000
159.71800231933594,162.37350463867188,158.27149963378906,161.25,161.25,78812000
161.20050048828125,162.04049682617188,157.0334930419922,158.3730010986328,158.3730010986328,78722000
158.5155029296875,158.62550354003906,155.0760040283203,157.4080047607422,157.4080047607422,63346000
155.66000366210938,157.96099853515625,153.64999389648438,154.0334930419922,154.0334930419922,74362000
155.39999389648438,158.71949768066406,155.0709991455078,158.11199951171875,158.11199951171875,70442000
159.14950561523438,160.87600708007812,157.75,158.05099487304688,158.05099487304688,62980000
158.90899658203125,158.91200256347656,156.0,157.4010009765625,157.4010009765625,55034000
158.656005859375,159.74850463867188,157.70899963378906,159.12049865722656,159.12049865722656,53824000
160.60000610351562,166.0,160.29100036621094,165.62449645996094,165.62449645996094,106920000
165.15049743652344,165.7949981689453,162.8000030517578,163.0240020751953,163.0240020751953,83702000
162.60000610351562,165.63099670410156,161.89999389648438,164.86849975585938,164.86849975585938,66650000
164.75,165.72000122070312,163.76950073242188,164.23599243164062,164.23599243164062,71518000
165.50750732421875,169.01600646972656,162.8780059814453,165.3730010986328,165.3730010986328,93326000
164.74949645996094,167.8699951171875,163.35000610351562,167.32449340820312,167.32449340820312,79856000
167.5554962158203,172.58700561523438,167.22850036621094,172.09249877929688,172.09249877929688,130174000
172.50250244140625,172.64999389648438,168.89999389648438,170.0,170.0,85296000
171.14999389648438,171.6685028076172,169.3249969482422,170.08999633789062,170.08999633789062,57940000
170.44949340820312,174.75,170.25,172.54800415039062,172.54800415039062,83718000
174.47900390625,175.69349670410156,173.35000610351562,174.95599365234375,174.95599365234375,68644000
177.35000610351562,177.6125030517578,174.33450317382812,176.57249450683594,176.57249450683594,78630000
174.25,174.42050170898438,165.14999389648438,168.39999389648438,168.39999389648438,163222000
165.89999389648438,169.0749969482422,155.55650329589844,164.7310028076172,164.7310028076172,175636000
157.1999969482422,162.54249572753906,156.5,157.49200439453125,157.49200439453125,121884000
160.14950561523438,165.15899658203125,159.25,163.4304962158203,163.4304962158203,103774000
165.36099243164062,167.4945068359375,158.52749633789062,158.7554931640625,158.7554931640625,106614000
160.4344940185547,160.86700439453125,154.19900512695312,155.81100463867188,155.81100463867188,101880000
158.64700317382812,159.3695068359375,154.8000030517578,155.14849853515625,155.14849853515625,90592000
156.80799865722656,158.75100708007812,155.4459991455078,157.80650329589844,157.80650329589844,80430000
158.99949645996094,159.36199951171875,153.70750427246094,153.90499877929688,153.90499877929688,90244000
150.46249389648438,151.47149658203125,148.62750244140625,150.43649291992188,150.43649291992188,128982000
151.58700561523438,151.88999938964844,145.27699279785156,147.74549865722656,147.74549865722656,177852000
145.3249969482422,148.10000610351562,143.5500030517578,148.02349853515625,148.02349853515625,122358000
151.69200134277344,156.69949340820312,150.00999450683594,156.44949340820312,156.44949340820312,138976000
156.02149963378906,156.35000610351562,149.61900329589844,149.9929962158203,149.9929962158203,113054000
148.88949584960938,153.46499633789062,148.25,150.989501953125,150.989501953125,110588000
152.7429962158203,155.07699584960938,149.9499969482422,154.75650024414062,154.75650024414062,92304000
157.4425048828125,158.7519989013672,155.85850524902344,158.70249938964844,158.70249938964844,84484000
158.76950073242188,159.41299438476562,156.6269989013672,157.24400329589844,157.24400329589844,69916000
157.0570068359375,160.6439971923828,156.69949340820312,157.43649291992188,157.43649291992188,97922000
160.39999389648438,161.1999969482422,158.60000610351562,161.06300354003906,161.06300354003906,99438000
157.68150329589844,159.7899932861328,156.14999389648438,156.25,156.25,112262000
157.29200744628906,160.12649536132812,157.04249572753906,159.9600067138672,159.9600067138672,75506000
158.25,159.10000610351562,154.5,154.9980010986328,154.9980010986328,101738000
156.75,160.0,156.6195068359375,159.7845001220703,159.7845001220703,86188000
161.24949645996094,161.6645050048828,158.74949645996094,159.52749633789062,159.52749633789062,63482000
160.5,164.44949340820312,159.89149475097656,164.33250427246094,164.33250427246094,98158000
167.4969940185547,174.81199645996094,166.9774932861328,172.14649963378906,172.14649963378906,167284000
173.39950561523438,174.61900329589844,171.21099853515625,172.18150329589844,172.18150329589844,114894000
172.35000610351562,173.24400329589844,167.0,168.1855010986328,168.1855010986328,116254000
164.60049438476562,167.79400634765625,164.0,166.9324951171875,166.9324951171875,104468000
168.1614990234375,169.98300170898438,158.0,163.635498046875,163.635498046875,129488000
164.98049926757812,166.4499969482422,159.63699340820312,160.36050415039062,160.36050415039062,104472000
161.11399841308594,163.3000030517578,159.60049438476562,160.85049438476562,160.85049438476562,90194000
160.625,161.69400024414062,158.0,159.2469940185547,159.2469940185547,91854000
159.49349975585938,159.9375,156.0970001220703,158.82000732421875,158.82000732421875,84240000
159.5500030517578,160.26649475097656,157.0,160.22000122070312,160.22000122070312,69334000
159.93699645996094,164.1490020751953,157.6649932861328,160.3520050048828,160.3520050048828,118024000
161.2469940185547,164.58299255371094,160.56500244140625,164.31649780273438,164.31649780273438,85820000
162.46499633789062,163.2010040283203,158.12350463867188,158.13900756835938,158.13900756835938,111766000
160.06350708007812,162.8625030517578,158.1999969482422,160.55050659179688,160.55050659179688,131930000
157.8874969482422,158.35000610351562,150.9499969482422,151.8074951171875,151.8074951171875,167728000
153.08700561523438,153.98550415039062,147.50599670410156,150.2239990234375,150.2239990234375,145148000
150.92649841308594,153.7449951171875,149.0489959716797,152.42050170898438,152.42050170898438,97958000
157.99949645996094,162.24249267578125,156.9864959716797,162.05799865722656,162.05799865722656,136780000
165.99850463867188,168.33999633789062,164.44400024414062,166.10000610351562,166.10000610351562,115786000
165.23199462890625,166.10000610351562,161.60000610351562,165.56849670410156,165.56849670410156,92946000
